job_id,title,role_family,company,location,state,remote,is_remote,posted_date,experience_level,salary_min,salary_max,salary_mid,skills,description
J20260205-02579,Staff QA Engineer,Software/Platform,Snowflake,"Chicago, IL",IL,False,False,2026-01-29,Staff,138471,228329,183400,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Staff QA Engineer to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02580,Lead Platform Engineer,DevOps/SRE,Meta,"Raleigh, NC",NC,False,False,2026-02-04,Senior,145667,227675,186671,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Lead Platform Engineer to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02581,Senior Golang Frontend Engineer (Platform),DevOps/SRE,Google,"Denver, CO",CO,True,True,2026-01-21,Senior,184312,217424,200868,Azure|CI/CD|CSS|Docker|GCP|HTML|JavaScript|Kubernetes|MongoDB|OOP|PostgreSQL|REST APIs|React|System Design|TypeScript|Unit Testing|gRPC,"We are hiring a Senior Golang Frontend Engineer (Platform) to build and scale production systems. Key technologies include Azure, CI/CD, CSS, Docker, GCP, HTML. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02582,Principal Spark QA Engineer,Software/Platform,IBM,"Denver, CO",CO,True,True,2025-12-24,Staff,171163,231227,201195,AWS|Apache Spark|Azure|Data Modeling|Data Warehousing|Databricks|Docker|ETL|GCP|PySpark|SQL,"We are hiring a Principal Spark QA Engineer to build and scale production systems. Key technologies include AWS, Apache Spark, Azure, Data Modeling, Data Warehousing, Databricks. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02583,Principal Kafka Data Engineer,Data,Salesforce,"Atlanta, GA",GA,True,True,2026-02-01,Staff,170998,246795,208896,AWS|Apache Airflow|Azure|BigQuery|Data Modeling|Data Warehousing|Docker|ETL|Kafka|MongoDB|Orchestration|PostgreSQL|Redis|Redshift|SQL|Snowflake|Streaming Pipelines,"We are hiring a Principal Kafka Data Engineer to build and scale production systems. Key technologies include AWS, Apache Airflow, Azure, BigQuery, Data Modeling, Data Warehousing. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02584,Junior Spark QA Engineer (APIs),Software/Platform,Workday,"Alpharetta, GA",GA,True,True,2026-01-07,Entry,108991,145391,127191,AWS|Apache Spark|Azure|Data Modeling|Data Warehousing|Databricks|ETL|GCP|Kubernetes|PySpark|SQL,"We are hiring a Junior Spark QA Engineer (APIs) to build and scale production systems. Key technologies include AWS, Apache Spark, Azure, Data Modeling, Data Warehousing, Databricks. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02585,Data Scientist,ML/AI,Google,"Chicago, IL",IL,False,False,2026-01-17,Mid,113529,192610,153069,Azure|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|Redis|System Design,"We are hiring a Data Scientist to build and scale production systems. Key technologies include Azure, Docker, GCP, Git, Kubernetes, MongoDB. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02586,Senior Analytics Engineer (Growth),Software/Platform,Meta,"New York, NY",NY,True,True,2026-02-04,Senior,163993,208100,186046,AWS|Apache Airflow|Azure|BigQuery|Data Modeling|Data Warehousing|Docker|GCP|Kubernetes|MySQL|Orchestration|PostgreSQL|Redis|SQL|Snowflake,"We are hiring a Senior Analytics Engineer (Growth) to build and scale production systems. Key technologies include AWS, Apache Airflow, Azure, BigQuery, Data Modeling, Data Warehousing. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02587,Principal Kafka QA Engineer (Search),Software/Platform,Uber,"New York, NY",NY,False,False,2026-01-04,Staff,189549,229598,209573,AWS|Azure|Data Modeling|Data Warehousing|Docker|ETL|GCP|Kafka|Kubernetes|SQL|Streaming Pipelines,"We are hiring a Principal Kafka QA Engineer (Search) to build and scale production systems. Key technologies include AWS, Azure, Data Modeling, Data Warehousing, Docker, ETL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02588,MLOps Engineer (Web),ML/AI,NVIDIA,"Raleigh, NC",NC,False,False,2026-02-03,Mid,142833,190277,166555,CI/CD|Docker|Experiment Tracking|Git|HTML|Infrastructure as Code|MLOps|Model Monitoring|OOP|Observability|REST APIs|System Design,"We are hiring a MLOps Engineer (Web) to build and scale production systems. Key technologies include CI/CD, Docker, Experiment Tracking, Git, HTML, Infrastructure as Code. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02589,Entry-Level AI Engineer (Web),ML/AI,Apple,"San Jose, CA",CA,False,False,2025-12-29,Entry,93416,168693,131054,AWS|Azure|CSS|Docker|GCP|JavaScript|Kubernetes|MLOps|Model Monitoring|OOP|PyTorch|REST APIs|TensorFlow|TypeScript|Unit Testing,"We are hiring a Entry-Level AI Engineer (Web) to build and scale production systems. Key technologies include AWS, Azure, CSS, Docker, GCP, JavaScript. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02590,Senior Python Frontend Engineer,Software/Platform,Apple,"Atlanta, GA",GA,True,True,2026-01-04,Senior,106855,199802,153328,AWS|Azure|CI/CD|Docker|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL,"We are hiring a Senior Python Frontend Engineer to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, Git, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02591,Associate Python Data Engineer,Data,Atlassian,"New York, NY",NY,True,True,2025-12-28,Entry,113382,140903,127142,Azure|Data Modeling|Data Warehousing|Docker|GCP|Git|MySQL|OOP|PostgreSQL|Python|Redis|Snowflake|System Design,"We are hiring a Associate Python Data Engineer to build and scale production systems. Key technologies include Azure, Data Modeling, Data Warehousing, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02592,Lead Terraform Platform Engineer,DevOps/SRE,Databricks,"Seattle, WA",WA,False,False,2025-12-27,Senior,160620,220616,190618,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|Observability|Redis|SRE|Terraform,"We are hiring a Lead Terraform Platform Engineer to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02593,Senior GCP Frontend Engineer (Cloud),Software/Platform,Adobe,"Raleigh, NC",NC,False,False,2026-01-25,Senior,152697,203060,177878,Azure|CSS|Docker|GCP|Git|HTML|Kubernetes|OOP|Observability|REST APIs|React|SRE|System Design|Terraform|TypeScript|Unit Testing,"We are hiring a Senior GCP Frontend Engineer (Cloud) to build and scale production systems. Key technologies include Azure, CSS, Docker, GCP, Git, HTML. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02594,Senior Kubernetes Machine Learning Engineer,ML/AI,Workday,"Chicago, IL",IL,False,False,2026-01-28,Senior,148999,220737,184868,Azure|Deep Learning|Docker|Experiment Tracking|Feature Engineering|GCP|Kubernetes|MLOps|Machine Learning|Model Evaluation,"We are hiring a Senior Kubernetes Machine Learning Engineer to build and scale production systems. Key technologies include Azure, Deep Learning, Docker, Experiment Tracking, Feature Engineering, GCP. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02595,Lead Node.js Cloud Engineer (Platform),DevOps/SRE,Salesforce,"Raleigh, NC",NC,True,True,2026-01-11,Senior,153666,206048,179857,AWS|Azure|CSS|Docker|Git|HTML|Infrastructure as Code|MySQL|Observability|PostgreSQL|REST APIs|React|SRE|System Design|Unit Testing,"We are hiring a Lead Node.js Cloud Engineer (Platform) to build and scale production systems. Key technologies include AWS, Azure, CSS, Docker, Git, HTML. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02596,Lead Snowflake Software Engineer,Software/Platform,NVIDIA,"New York, NY",NY,False,False,2025-12-28,Senior,166681,200428,183554,BigQuery|Data Modeling|Data Warehousing|ETL|Redshift|SQL|Snowflake,"We are hiring a Lead Snowflake Software Engineer to build and scale production systems. Key technologies include BigQuery, Data Modeling, Data Warehousing, ETL, Redshift, SQL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02597,Platform Engineer (Streaming),DevOps/SRE,Adobe,"Dallas, TX",TX,True,True,2026-01-06,Mid,131437,179858,155647,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Platform Engineer (Streaming) to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02598,Associate Java Backend Engineer (ETL),Software/Platform,Meta,"Seattle, WA",WA,False,False,2026-02-04,Entry,101089,154548,127818,Azure|BigQuery|CI/CD|Data Modeling|ETL|Git|JPA/Hibernate|Kubernetes|OOP|Redis|Redshift|Snowflake|System Design,"We are hiring a Associate Java Backend Engineer (ETL) to build and scale production systems. Key technologies include Azure, BigQuery, CI/CD, Data Modeling, ETL, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02599,Azure Security Engineer (Platform),DevOps/SRE,Capital One,"Denver, CO",CO,True,True,2026-01-27,Mid,107302,181521,144411,AppSec|Azure|Docker|GCP|IAM|Infrastructure as Code|Network Security|OWASP|SRE|Threat Modeling,"We are hiring a Azure Security Engineer (Platform) to build and scale production systems. Key technologies include AppSec, Azure, Docker, GCP, IAM, Infrastructure as Code. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02600,Lead Node.js QA Engineer (Infrastructure),Software/Platform,Intuit,"Atlanta, GA",GA,True,True,2025-12-24,Senior,164273,208248,186260,CI/CD|CSS|Express.js|Git|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|React|Redis|System Design|TypeScript,"We are hiring a Lead Node.js QA Engineer (Infrastructure) to build and scale production systems. Key technologies include CI/CD, CSS, Express.js, Git, MongoDB, MySQL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02601,Python Data Scientist (Cloud),ML/AI,ServiceNow,"Atlanta, GA",GA,False,False,2026-01-10,Mid,160673,198454,179563,AWS|Azure|Docker|FastAPI|Flask|Git|Infrastructure as Code|Kubernetes|MongoDB|MySQL|OOP|Observability|PostgreSQL|Python|REST APIs|System Design|Terraform|Unit Testing,"We are hiring a Python Data Scientist (Cloud) to build and scale production systems. Key technologies include AWS, Azure, Docker, FastAPI, Flask, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02602,Databricks Automation Engineer (Data Platform),Data,Capital One,"Dallas, TX",TX,False,False,2026-01-24,Mid,106597,174647,140622,AWS|Apache Spark|Azure|Data Modeling|Data Warehousing|Databricks|Docker|ETL|GCP|Kubernetes|PySpark|SQL,"We are hiring a Databricks Automation Engineer (Data Platform) to build and scale production systems. Key technologies include AWS, Apache Spark, Azure, Data Modeling, Data Warehousing, Databricks. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02603,Principal Python Automation Engineer (Observability),Software/Platform,Microsoft,"San Jose, CA",CA,False,False,2026-01-22,Staff,130103,247120,188611,AWS|Azure|CI/CD|Docker|FastAPI|GCP|Git|MySQL|OOP|PostgreSQL|Python|Redis|System Design|Unit Testing,"We are hiring a Principal Python Automation Engineer (Observability) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, FastAPI, GCP. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02604,Golang Security Engineer,Security,Amazon,"Boston, MA",MA,False,False,2026-01-31,Mid,126368,181832,154100,AppSec|GCP|IAM|Infrastructure as Code|Kubernetes|MySQL|OOP|PostgreSQL|System Design|Terraform|Unit Testing|gRPC,"We are hiring a Golang Security Engineer to build and scale production systems. Key technologies include AppSec, GCP, IAM, Infrastructure as Code, Kubernetes, MySQL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02605,Analytics Engineer,Software/Platform,Stripe,"Denver, CO",CO,False,False,2026-01-30,Mid,128024,181323,154673,AWS|Apache Airflow|Azure|BigQuery|Data Modeling|Data Warehousing|ETL|GCP|Kubernetes|MongoDB|MySQL|Orchestration|PostgreSQL|Redis|SQL|Snowflake,"We are hiring a Analytics Engineer to build and scale production systems. Key technologies include AWS, Apache Airflow, Azure, BigQuery, Data Modeling, Data Warehousing. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02606,Entry-Level MLOps Engineer,ML/AI,LinkedIn,"Raleigh, NC",NC,True,True,2026-01-08,Entry,107693,168109,137901,AWS|Azure|Docker|Experiment Tracking|GCP|Infrastructure as Code|Kubernetes|MLOps|Model Monitoring|Observability|SRE|Terraform,"We are hiring a Entry-Level MLOps Engineer to build and scale production systems. Key technologies include AWS, Azure, Docker, Experiment Tracking, GCP, Infrastructure as Code. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02607,Kubernetes Site Reliability Engineer,DevOps/SRE,Intuit,"Seattle, WA",WA,True,True,2026-01-15,Mid,110204,186204,148204,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Kubernetes Site Reliability Engineer to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02608,Full Stack Engineer,Software/Platform,Intuit,"Dallas, TX",TX,False,False,2026-01-09,Mid,109103,165102,137102,AWS|Azure|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|Redis|System Design,"We are hiring a Full Stack Engineer to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Git, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02609,Senior Databricks Cloud Engineer,Data,Apple,"Chicago, IL",IL,True,True,2026-02-04,Senior,132037,221569,176803,AWS|Apache Spark|Azure|Data Modeling|Data Warehousing|Databricks|Docker|ETL|GCP|Infrastructure as Code|Kubernetes|Observability|PySpark|SQL|SRE|Terraform,"We are hiring a Senior Databricks Cloud Engineer to build and scale production systems. Key technologies include AWS, Apache Spark, Azure, Data Modeling, Data Warehousing, Databricks. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02610,Senior LLM Analytics Engineer,Software/Platform,Capital One,"Atlanta, GA",GA,True,True,2026-01-20,Senior,129352,197634,163493,Azure|Deep Learning|Docker|Experiment Tracking|Feature Engineering|Kubernetes|MLOps|Machine Learning|MongoDB|MySQL|Orchestration|PyTorch|SQL|Snowflake|Transformers,"We are hiring a Senior LLM Analytics Engineer to build and scale production systems. Key technologies include Azure, Deep Learning, Docker, Experiment Tracking, Feature Engineering, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02611,Principal Golang Backend Engineer (Data Platform),Data,Microsoft,"Chicago, IL",IL,True,True,2026-01-25,Staff,173631,254806,214218,AWS|Azure|Docker|GCP|Git|Golang|Kubernetes|MongoDB|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing|gRPC,"We are hiring a Principal Golang Backend Engineer (Data Platform) to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Git, Golang. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02612,Python Data Scientist (ML Platform),ML/AI,Amazon,"Austin, TX",TX,True,True,2026-02-04,Mid,115841,193849,154845,AWS|Azure|Docker|FastAPI|Flask|GCP|Git|Kubernetes|MongoDB|OOP|PostgreSQL|Python|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Python Data Scientist (ML Platform) to build and scale production systems. Key technologies include AWS, Azure, Docker, FastAPI, Flask, GCP. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02613,Machine Learning Engineer (ML Platform),ML/AI,Uber,"Raleigh, NC",NC,False,False,2025-12-31,Mid,121781,197636,159708,AWS|Azure|Deep Learning|Docker|Experiment Tracking|Feature Engineering|GCP|Kubernetes|MLOps|Machine Learning|Model Evaluation|Model Monitoring|PyTorch|TensorFlow,"We are hiring a Machine Learning Engineer (ML Platform) to build and scale production systems. Key technologies include AWS, Azure, Deep Learning, Docker, Experiment Tracking, Feature Engineering. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02614,Lead Kubernetes Full Stack Engineer (Platform),DevOps/SRE,Oracle,"New York, NY",NY,True,True,2026-01-15,Senior,119825,222522,171173,AWS|Azure|CI/CD|Docker|GCP|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Lead Kubernetes Full Stack Engineer (Platform) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02615,Lead Spark QA Engineer (Streaming),Software/Platform,Meta,"Dallas, TX",TX,False,False,2026-01-23,Senior,125494,197434,161464,AWS|Apache Spark|Azure|Data Modeling|Data Warehousing|Databricks|Docker|ETL|GCP|Kubernetes|PySpark|SQL,"We are hiring a Lead Spark QA Engineer (Streaming) to build and scale production systems. Key technologies include AWS, Apache Spark, Azure, Data Modeling, Data Warehousing, Databricks. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02616,Data Engineer (Data Platform),Data,Atlassian,"Denver, CO",CO,False,False,2026-01-23,Mid,142214,177144,159679,AWS|Apache Airflow|Azure|BigQuery|Data Modeling|Data Warehousing|Docker|ETL|GCP|Kubernetes|MongoDB|MySQL|Orchestration|PostgreSQL|SQL|Snowflake,"We are hiring a Data Engineer (Data Platform) to build and scale production systems. Key technologies include AWS, Apache Airflow, Azure, BigQuery, Data Modeling, Data Warehousing. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02617,Junior Azure AI Engineer,ML/AI,Oracle,"Dallas, TX",TX,False,False,2026-02-05,Entry,99685,165519,132602,AWS|Azure|Deep Learning|Docker|Experiment Tracking|Feature Engineering|GCP|Kubernetes|MLOps|Machine Learning|Model Evaluation|Model Monitoring|PyTorch|TensorFlow,"We are hiring a Junior Azure AI Engineer to build and scale production systems. Key technologies include AWS, Azure, Deep Learning, Docker, Experiment Tracking, Feature Engineering. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02618,Spark Site Reliability Engineer,DevOps/SRE,Twilio,"Raleigh, NC",NC,False,False,2026-01-12,Mid,109411,194763,152087,AWS|Apache Spark|Data Modeling|Data Warehousing|Databricks|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|PySpark|Redis|SQL|SRE,"We are hiring a Spark Site Reliability Engineer to build and scale production systems. Key technologies include AWS, Apache Spark, Data Modeling, Data Warehousing, Databricks, Docker. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02619,Full Stack Engineer,Software/Platform,Amazon,"Alpharetta, GA",GA,True,True,2026-01-24,Mid,119086,170623,144854,AWS|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|REST APIs|System Design|Unit Testing,"We are hiring a Full Stack Engineer to build and scale production systems. Key technologies include AWS, Docker, GCP, Git, Kubernetes, MongoDB. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02620,Staff NLP Platform Engineer,DevOps/SRE,Twilio,"Chicago, IL",IL,False,False,2026-01-22,Staff,201306,246039,223672,AWS|Azure|GCP|Machine Learning|Model Monitoring|MySQL|Observability|PostgreSQL|PyTorch|SRE|Transformers,"We are hiring a Staff NLP Platform Engineer to build and scale production systems. Key technologies include AWS, Azure, GCP, Machine Learning, Model Monitoring, MySQL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02621,Full Stack Engineer,Software/Platform,ServiceNow,"Denver, CO",CO,False,False,2025-12-30,Mid,111633,169840,140736,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Full Stack Engineer to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02622,Lead Site Reliability Engineer,DevOps/SRE,Atlassian,"New York, NY",NY,False,False,2026-01-16,Senior,155768,216884,186326,AWS|Azure|Docker|GCP|Infrastructure as Code|Kubernetes|MongoDB|MySQL|Observability|PostgreSQL|Redis|SRE|Terraform,"We are hiring a Lead Site Reliability Engineer to build and scale production systems. Key technologies include AWS, Azure, Docker, GCP, Infrastructure as Code, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02623,Junior Spark DevOps Engineer,DevOps/SRE,Amazon,"Boston, MA",MA,False,False,2026-01-02,Entry,114331,142463,128397,Apache Spark|Azure|Data Modeling|Data Warehousing|Databricks|Docker|GCP|Infrastructure as Code|Kubernetes|MySQL|Observability|Redis|SQL,"We are hiring a Junior Spark DevOps Engineer to build and scale production systems. Key technologies include Apache Spark, Azure, Data Modeling, Data Warehousing, Databricks, Docker. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02624,Platform Engineer (ETL),DevOps/SRE,Intuit,"Denver, CO",CO,False,False,2026-01-20,Mid,147882,182376,165129,AWS|Data Modeling|Docker|ETL|GCP|Infrastructure as Code|Kubernetes|MySQL|Observability|Orchestration|PostgreSQL|Redis|Redshift|Snowflake,"We are hiring a Platform Engineer (ETL) to build and scale production systems. Key technologies include AWS, Data Modeling, Docker, ETL, GCP, Infrastructure as Code. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02625,Junior Analytics Engineer (ML Platform),DevOps/SRE,Shopify,"Atlanta, GA",GA,True,True,2025-12-25,Entry,123094,152560,137827,AWS|Apache Airflow|Azure|BigQuery|Docker|ETL|GCP|Kubernetes|MongoDB|MySQL|PostgreSQL|Redshift|SQL,"We are hiring a Junior Analytics Engineer (ML Platform) to build and scale production systems. Key technologies include AWS, Apache Airflow, Azure, BigQuery, Docker, ETL. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02626,Senior Terraform Full Stack Engineer (Search),Software/Platform,ServiceNow,"Boston, MA",MA,False,False,2026-02-03,Senior,156479,213286,184882,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Senior Terraform Full Stack Engineer (Search) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02627,Associate Azure Full Stack Engineer (Platform),DevOps/SRE,Twilio,"Austin, TX",TX,False,False,2026-01-20,Entry,102825,146862,124843,AWS|Azure|CI/CD|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|System Design|Unit Testing,"We are hiring a Associate Azure Full Stack Engineer (Platform) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, GCP, Git, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02628,Senior QA Engineer (APIs),Software/Platform,LinkedIn,"Raleigh, NC",NC,True,True,2026-01-17,Senior,171183,216273,193728,AWS|Azure|CI/CD|Docker|GCP|Git|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing,"We are hiring a Senior QA Engineer (APIs) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02629,Golang Machine Learning Engineer,ML/AI,Atlassian,"San Francisco, CA",CA,False,False,2026-01-01,Mid,156583,188566,172574,AWS|Azure|CI/CD|Deep Learning|Docker|Feature Engineering|GCP|Kubernetes|Model Evaluation|MongoDB|PyTorch|Redis|gRPC,"We are hiring a Golang Machine Learning Engineer to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Deep Learning, Docker, Feature Engineering. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02630,Associate Terraform Frontend Engineer (Infrastructure),Software/Platform,Oracle,"San Francisco, CA",CA,True,True,2026-01-04,Entry,87387,146857,117122,CI/CD|CSS|Git|HTML|JavaScript|OOP|REST APIs|React|System Design|TypeScript|Unit Testing,"We are hiring a Associate Terraform Frontend Engineer (Infrastructure) to build and scale production systems. Key technologies include CI/CD, CSS, Git, HTML, JavaScript, OOP. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02631,Entry-Level Machine Learning Engineer (Growth),ML/AI,Intuit,"Raleigh, NC",NC,False,False,2026-02-04,Entry,109511,161202,135356,AWS|Azure|Deep Learning|Docker|Experiment Tracking|Feature Engineering|GCP|Kubernetes|MLOps|Machine Learning|Model Evaluation|Model Monitoring|PyTorch|TensorFlow,"We are hiring a Entry-Level Machine Learning Engineer (Growth) to build and scale production systems. Key technologies include AWS, Azure, Deep Learning, Docker, Experiment Tracking, Feature Engineering. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02632,Entry-Level Golang Backend Engineer (Data Platform),Data,IBM,"Alpharetta, GA",GA,False,False,2026-01-19,Entry,81861,141606,111733,AWS|Azure|CI/CD|Docker|GCP|Git|Golang|Kubernetes|MongoDB|MySQL|OOP|PostgreSQL|REST APIs|Redis|System Design|Unit Testing|gRPC,"We are hiring a Entry-Level Golang Backend Engineer (Data Platform) to build and scale production systems. Key technologies include AWS, Azure, CI/CD, Docker, GCP, Git. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02633,Associate Kubernetes Machine Learning Engineer,ML/AI,Capital One,"Boston, MA",MA,True,True,2026-01-21,Entry,96875,160986,128930,AWS|Azure|Deep Learning|Docker|Experiment Tracking|Feature Engineering|Kubernetes|Machine Learning|Model Evaluation|Model Monitoring|PyTorch,"We are hiring a Associate Kubernetes Machine Learning Engineer to build and scale production systems. Key technologies include AWS, Azure, Deep Learning, Docker, Experiment Tracking, Feature Engineering. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02634,Node.js Security Engineer (Product Analytics),Security,Adobe,"San Jose, CA",CA,False,False,2026-01-27,Mid,131014,208424,169719,CI/CD|Docker|Express.js|Git|IAM|Kubernetes|MySQL|Network Security|OOP|Observability|React|System Design|Unit Testing,"We are hiring a Node.js Security Engineer (Product Analytics) to build and scale production systems. Key technologies include CI/CD, Docker, Express.js, Git, IAM, Kubernetes. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
J20260205-02635,Senior Computer Vision Data Engineer (Platform),Data,Netflix,"Atlanta, GA",GA,True,True,2026-02-02,Senior,176446,199335,187890,AWS|Apache Airflow|Deep Learning|Docker|ETL|Experiment Tracking|Feature Engineering|Kubernetes|MLOps|Machine Learning|Model Evaluation|Model Monitoring|OpenCV|Orchestration|PostgreSQL|Redis|SQL|TensorFlow,"We are hiring a Senior Computer Vision Data Engineer (Platform) to build and scale production systems. Key technologies include AWS, Apache Airflow, Deep Learning, Docker, ETL, Experiment Tracking. You will collaborate across engineering teams, ship reliably, and own end-to-end delivery."
